manufacturer,model,year,mileage,engine,transmission,drivetrain,fuel_type,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop,price
Ford,EcoSport SES,2020,48413.0,2.0L I4 16V GDI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,23-29,Silver,Black,0.0,0.0,0.0,Courtesy Autopark,,4.7,65.0,,23990.0
GMC,Acadia SLT-1,2015,100857.0,3.6L V6 24V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,16-23,Iridium Metallic,Ebony,1.0,0.0,1.0,Luther Cadillac,4.7,4.6,123.0,1000.0,16997.0
Honda,CR-V EX-L,2017,73533.0,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Front-wheel Drive,Gasoline,28-34,Lunar Silver Metallic,Gray,1.0,0.0,1.0,Sewell Cadillac Grapevine,2.7,4.8,805.0,,19999.0
Hyundai,Santa Fe Limited,2011,74109.0,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,20-26,Moonstone Silver,Cocoa Black,0.0,1.0,1.0,Germain Mazda West,,4.5,93.0,525.0,11450.0
BMW,750 i xDrive,2020,21296.0,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,17-25,Black Sapphire Metallic,Cognac,,,,North Coast Auto Mall of Akron,4.3,5.0,3.0,120.0,62993.0
Cadillac,Escalade ESV Premium,2013,66316.0,6.2L V8 16V MPFI OHV,6-Speed Automatic,All-wheel Drive,Gasoline,13-18,Black,Ebony / Ebony,1.0,0.0,1.0,M Auto Group,,4.8,8.0,490.0,24495.0
Jeep,Wrangler Unlimited 4xe Rubicon,2021,11714.0,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Four-wheel Drive,Hybrid,,Black Clearcoat,Black,0.0,1.0,1.0,ALM Roswell,2.2,4.0,12.0,1000.0,51490.0
Chevrolet,Cruze LS,2018,69754.0,1.4L I4 16V GDI DOHC Turbo,6-Speed Automatic,FWD,Gasoline,29-40,Silver,Gray,,,,DriveTime of Live Oak,,4.6,281.0,,17595.0
Kia,Soul LX,2020,36006.0,2.0L I4 16V MPFI DOHC,IVT,Front-wheel Drive,Gasoline,,Mars Orange,Black,1.0,1.0,1.0,Ken Ganley Kia Mentor,4.7,4.7,213.0,190.0,17800.0
BMW,X1 sDrive28i,2019,23114.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,23-32,Glacier Silver Metallic,Black,0.0,1.0,1.0,BMW MINI of Clear Lake,4.7,4.7,18.0,,29800.0
RAM,1500 Classic SLT,2022,111.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,,Billet Silver Metallic Clearcoat,Black,0.0,0.0,0.0,Chrysler World,4.9,4.6,1.0,439.0,44990.0
Jeep,Gladiator Sport,2022,2298.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,16-23,Black Clearcoat,Black,0.0,1.0,0.0,Crown Chrysler Dodge Jeep Ram,,4.9,8.0,,43626.0
Chevrolet,Bolt EV Premier,2017,51997.0,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Kinetic Blue,Dark Galvanized Gray,0.0,0.0,0.0,Bill Luke Tempe,4.7,4.5,134.0,1514.0,22987.0
Mazda,CX-5 Touring,2021,41999.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,24-30,Deep Crystal Blue Mica,Black,0.0,1.0,0.0,NY Luxury Motors,3.9,4.8,89.0,505.0,18998.0
Lexus,IS 250 Base,2014,107716.0,2.5L V6 24V PDI DOHC,6-Speed Automatic,RWD,Gasoline,21-30,White,Red,1.0,0.0,1.0,Mega Auto Outlet,1.3,4.7,70.0,100.0,16795.0
BMW,750 i xDrive,2020,28005.0,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,17-25,Donington Gray Metallic,Black,0.0,1.0,1.0,Sewell BMW of Grapevine,3.3,5.0,3.0,,62867.0
Toyota,Highlander Hybrid XLE,2022,17232.0,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,36-35,Celestial Silver Metallic,Graphite,0.0,1.0,1.0,Sun Toyota,4.8,4.5,6.0,705.0,45990.0
Hyundai,Elantra SEL,2021,39848.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,31-41,Shimmering Silver Pearl,Black,0.0,1.0,0.0,Dyer & Dyer Volvo Cars,4.8,4.8,33.0,2001.0,18997.0
Nissan,350Z NISMO,2007,16721.0,3.5L V6 24V MPFI DOHC,6-Speed Manual,Rear-wheel Drive,Gasoline,20-27,Magnetic Black,Black / Red,0.0,0.0,1.0,House of Cars Arizona,,4.7,41.0,,42998.0
Mazda,CX-5 Grand Touring,2019,55780.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,24-30,Jet Black Mica,Parchment,1.0,1.0,1.0,Ourisman Fairfax Kia,1.5,4.8,231.0,633.0,24333.0
GMC,Canyon Denali,2022,8156.0,3.6L V6 24V GDI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,17-24,Onyx Black,Jet Black,0.0,1.0,0.0,Bob Allen Motor Mall,4.9,4.4,7.0,314.0,42994.0
Jeep,Wrangler Unlimited Sport Altitude,2020,26476.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Four-wheel Drive,Gasoline,17-23,Billet Silver Metallic Clearcoat,Black,0.0,1.0,1.0,Arrigo Dodge Chrysler Jeep Ram Sawgrass,4.9,4.8,79.0,543.0,38700.0
Acura,TSX Technology,2012,111733.0,"2.4L I-4 DOHC, i-VTEC variable valve control, engine with 201HP",Automatic,Front-wheel Drive,Gasoline,22-31.0,Crystal Black Pearl,Ebony,0.0,1.0,1.0,Land Rover Jaguar Naperville,,4.7,51.0,2000.0,11990.0
Mitsubishi,Outlander Sport 2.4 GT,2016,77256.0,2.4L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,23-28,Mercury Gray Metallic,Black,1.0,0.0,1.0,HGreg.com Orlando,4.8,4.6,47.0,500.0,15998.0
BMW,X1 sDrive28i,2018,79303.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,23-32,Mineral Gray Metallic,Black,1.0,0.0,1.0,BMW of Rochester Hills,,4.8,79.0,382.0,20000.0
Lincoln,Nautilus Black Label,2019,42342.0,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,20-25,Infinite Black Metallic,Cashmere,0.0,1.0,0.0,Keller Bros Ford Lititz,4.9,4.7,104.0,3012.0,41491.0
Mercedes-Benz,E-Class E 350,2022,100.0,2.0L I4 16V GDI DOHC Turbo,Automatic,Rear-wheel Drive,Gasoline,,Polar White,Black,0.0,1.0,0.0,Topline Automotive Inc.,,3.7,1.0,,63610.0
Land Rover,Range Rover Velar R-Dynamic S,2022,23563.0,I4,Automatic,Four-wheel Drive,Gasoline,21-27,Fuji White,Ebony,1.0,1.0,0.0,Hertz Car Sales Lynn,,5.0,1.0,1758.0,56134.0
Toyota,Venza Limited,2022,32645.0,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid,40-37,Blizzard,Black,0.0,1.0,0.0,Hertz Car Sales Torrance,,4.1,10.0,2493.0,43999.0
Chrysler,Aspen Limited,2008,169442.0,5.7L V8 16V MPFI OHV,Automatic,Four-wheel Drive,Gasoline,13-17,Blue,Black,0.0,0.0,0.0,CRS 1 LLC,1.7,4.8,45.0,,3999.0
Toyota,Prius LE,2020,26640.0,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,54-50,Gray,Black,0.0,1.0,1.0,Gardena Nissan,3.5,4.7,18.0,1659.0,32437.0
Chevrolet,Corvette Stingray w/1LT,2021,25000.0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Rear-wheel Drive,Gasoline,,White,Red,,,,,,4.9,15.0,,82999.0
RAM,1500 Laramie,2021,33989.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,19-24,Flame Red Clearcoat,Black,0.0,1.0,1.0,Legacy Nissan,,4.8,99.0,830.0,45000.0
Ford,EcoSport SES,2018,43395.0,2.0L I4 16V GDI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,23-29,Diamond White,Ebony Black,0.0,0.0,1.0,Ken Pollock Ford,4.8,4.5,204.0,151.0,18848.0
BMW,530 i xDrive,2021,16902.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-32,Bluestone Metallic,Black,0.0,1.0,0.0,BMW of Anchorage,,5.0,3.0,789.0,43999.0
Ford,F-250 XLT,2020,19138.0,7.3L V8 16V MPFI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,,Oxford White,Medium Earth Gray,0.0,1.0,1.0,Golden Circle Ford,4.4,4.7,46.0,495.0,57324.0
Ford,F-150 XLT,2016,78113.0,5.0L V8 32V MPFI DOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel,15-21,Black,Black,0.0,0.0,1.0,Bob Rohrman Hyundai,,4.6,393.0,116.0,28900.0
Ford,Transit-250 Base,2021,43300.0,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,Rear-wheel Drive,Gasoline,0-0,White,Black,0.0,1.0,0.0,Heath Attaway Auto Sales,,,0.0,,46995.0
Toyota,Prius III,2011,74080.0,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,51-48,Silver,Gray,1.0,1.0,1.0,Bob's Auto Ranch,3.9,4.5,152.0,,13995.0
BMW,X1 sDrive28i,2018,100546.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,23-32,Alpine White,Black,1.0,1.0,1.0,The Trading Post,,4.8,79.0,,19350.0
Jeep,Wrangler Unlimited Sport,2020,34262.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Four-wheel Drive,Gasoline,17-23,Billet Silver Metallic Clearcoat,Black,0.0,1.0,1.0,Manchester Mazda,4.4,4.8,79.0,800.0,32499.0
Mercedes-Benz,S-Class S 500 4MATIC,2021,8806.0,,,All-wheel Drive,Hybrid,,Cirrus Silver Metallic,Black Nappa Leather,0.0,0.0,1.0,Mercedes-Benz of Beverly Hills,4.5,,0.0,,94850.0
Honda,Civic Sport,2020,25349.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,29-37,Aegean Blue Metallic,Black,0.0,1.0,1.0,Hamilton Honda,4.7,4.9,171.0,100.0,24324.0
Kia,Forte EX,2012,104932.0,2.0L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,26-36,Black,Black,0.0,0.0,0.0,Best Buy Auto Sales,2.9,4.4,62.0,1000.0,7995.0
Ford,Transit Connect XL,2013,79427.0,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline,21-27,Frozen White,Dark Gray,1.0,0.0,1.0,East Coast Auto Source,1.8,4.0,19.0,,8795.0
Mercedes-Benz,C-Class C 300 4MATIC,2018,33063.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,All-wheel Drive,Gasoline,22-29,Black,Black,1.0,0.0,1.0,Marquardt of Barrington Buick-GMC,4.7,4.8,66.0,897.0,37705.0
BMW,M4 Competition,2021,2205.0,3.0L I6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,16-23,Sao Paulo Yellow,Black,0.0,1.0,0.0,Century West BMW,4.4,5.0,3.0,1000.0,88895.0
GMC,Yukon XL 1500 SLE,2015,195315.0,5.3L V8 16V GDI OHV,6-Speed Automatic,Four-wheel Drive,Gasoline,15-22,Champagne Silver,Cocoa / Dune,0.0,1.0,1.0,M. J. Goss Motor Co.,,4.6,58.0,,21988.0
Chevrolet,Express 2500 Work Van,2021,70562.0,4.3L V6 12V GDI OHV,8-Speed Automatic,Rear-wheel Drive,Gasoline,,Summit White,Neutral,1.0,1.0,0.0,Gossett Chrysler Dodge Jeep Ram Fiat,2.6,3.8,2.0,730.0,35955.0
Dodge,Grand Caravan SXT,2020,68620.0,3.6L V6 24V MPFI DOHC,Automatic,Front-wheel Drive,Gasoline,17-25,Brilliant Black Crystal Pearlcoat,Black,0.0,1.0,0.0,Joe Myers Ford,4.8,4.5,7.0,,17297.0
Toyota,Tundra TRD Pro,2021,33170.0,5.7L,6 Speed Automatic Transmission,,Gasoline,,ICE CAP,LF20,0.0,1.0,0.0,Toyota South,4.8,4.8,37.0,,58990.0
Chevrolet,Equinox Premier w/2LZ,2020,35000.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,All-wheel Drive,Gasoline,22-28,Pacific Blue Metallic,Jet Black,0.0,0.0,1.0,Schwieters Chevrolet of Willmar,3.8,4.7,285.0,,28999.0
Chrysler,Town & Country Touring,2012,136539.0,3.6L V6 24V MPFI DOHC,Automatic,Front-wheel Drive,,17-25,Champagne,Frost Beige,0.0,0.0,1.0,Evolution Autos,4.1,4.5,95.0,500.0,8490.0
Mercedes-Benz,Sprinter 2500 144 WB,2021,14690.0,2.0L I4 16V DDI DOHC Turbo Diesel,7-Speed Automatic,Rear-wheel Drive,Diesel,,Gray,Black,0.0,1.0,0.0,Pacific Auto Center - Fontana,3.1,,0.0,2000.0,52995.0
Lexus,GX 460 Luxury,2020,,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,15-19,Black Onyx,Black,0.0,1.0,1.0,Metro Lexus,4.9,4.9,23.0,552.0,54957.0
Lincoln,Navigator L Reserve,2019,89285.0,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Four-wheel Drive,Gasoline,,Ceramic White,Cappuccino,0.0,0.0,1.0,Mark Allen Buick GMC,4.8,4.5,6.0,668.0,52103.0
Land Rover,Range Rover Evoque S,2020,26848.0,I4,Automatic,All-wheel Drive,Gasoline,20-27,Fuji White,Deep Garnet,0.0,1.0,1.0,J & S Autohaus,4.1,4.1,16.0,500.0,38995.0
Ford,Edge ST,2022,10516.0,2.7L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic,All-wheel Drive,Gasoline,19-25,Agate Black Metallic,Ebony,0.0,1.0,0.0,AutoNation Ford Miami,4.6,4.7,10.0,496.0,43999.0
Jeep,Grand Cherokee SRT,2019,35137.0,6.4L V8 16V MPFI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,13-19,Diamond Black,Black,0.0,,1.0,Rainier Dodge & Ram Of Olympia,3.9,4.8,227.0,380.0,64981.0
Nissan,Altima 2.5 S,2020,95209.0,2.5L I4 16V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,28-39,Super Black,Charcoal,0.0,1.0,0.0,Madera Ford,3.4,4.7,92.0,100.0,17900.0
Kia,Sorento LX,2013,80900.0,2.4L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,20-26,Gray,Black,0.0,0.0,1.0,A Better Way Wholesale,1.8,4.2,156.0,1500.0,10495.0
Subaru,XV Crosstrek 2.0i Premium,2014,93620.0,2.0L H4 16V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,25-33,Venetian Red Pearl,Taupe,1.0,0.0,0.0,Autonet,1.5,4.4,58.0,,12590.0
Volkswagen,Tiguan SE,2012,118163.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,22-27,White,Beige,1.0,0.0,1.0,AW Auto and Truck Wholesalers,4.1,4.5,54.0,,8995.0
Nissan,Altima 2.5 SL,2013,69129.0,2.5L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,27-38,Metallic Slate,Charcoal,0.0,0.0,1.0,Terre Haute Chevrolet,3.7,4.4,374.0,375.0,14440.0
BMW,330,2020,25897.0,,,,,,Glacier Silver Metallic,,0.0,1.0,0.0,Circle BMW,4.9,4.6,26.0,,36051.0
Ford,Bronco Sport Big Bend,2021,38539.0,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Four-wheel Drive,Gasoline,25-28,Iconic Silver Metallic,,0.0,1.0,0.0,Byers Ford,4.7,4.7,63.0,156.0,28799.0
Mazda,CX-5 Grand Touring,2020,22817.0,Regular Unleaded I-4 2.5 L/152,Automatic,All-wheel Drive,Gasoline,24-30,Soul Red Crystal Metallic,Black,0.0,1.0,1.0,Stevenson-Hendrick Honda Wilmington,4.9,4.9,140.0,,29917.0
Subaru,Crosstrek Sport,2021,48565.0,2.0L,Automatic CVT,All-wheel Drive,Gasoline,27-34,Crystal Black Silica,Gray,0.0,1.0,1.0,W & L Subaru,4.8,4.8,81.0,1739.0,29991.0
Cadillac,Escalade Premium Luxury,2017,83380.0,6.2L V8 16V GDI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,15-20,Dark Granite Metallic,Black,1.0,0.0,0.0,Mark Wahlberg Buick GMC,3.8,4.4,37.0,,39777.0
Volkswagen,Passat 1.8T Auto Wolfsburg Ed,2014,106590.0,1.8L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,24-34,White,Black,1.0,0.0,0.0,Autos Direct of Fredericksburg - Lafayette,4.4,4.5,137.0,,9995.0
Porsche,Cayenne Base,2012,68000.0,3.6L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,16-23,Silver,Cream,1.0,0.0,1.0,Best Western Motors,4.2,4.8,40.0,,16900.0
Ford,Expedition Max Platinum,2018,45127.0,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Rear-wheel Drive,Gasoline,17-23,Shadow Black,Ebony,0.0,1.0,1.0,Tommie Vaughn Ford,4.6,4.9,37.0,,43688.0
Mazda,CX-5 Select,2023,1831.0,2.5L I4 16V,6-Speed Automatic,All-wheel Drive,Gasoline,,Sonic Silver Metallic,Black,0.0,1.0,1.0,Capitol Hyundai,4.1,,0.0,2503.0,29488.0
GMC,Sierra 2500 SLE,2016,63521.0,Turbocharged Diesel V8 6.6L/403,Automatic,Four-wheel Drive,Diesel,0-0,Quicksilver Metallic,Jet Black,0.0,0.0,1.0,Selman Chevrolet,,4.7,31.0,,47458.0
Subaru,WRX Premium,2019,28955.0,2.0L H4 16V GDI DOHC Turbo,6-Speed Manual,All-wheel Drive,Gasoline,21-27,Crystal White Pearl,Black,0.0,0.0,1.0,Evolution Cars,2.6,4.5,27.0,105.0,28690.0
Nissan,GT-R Premium,2023,538.0,3.8L V6 24V MPFI DOHC Twin Turbo,6-Speed Automatic with Auto-Shift,All-wheel Drive,Gasoline,,Pearl White Tri-Coat,Black,0.0,1.0,1.0,Crossroads Hyundai of Loveland,1.8,,0.0,6016.0,159000.0
Chrysler,Pacifica Limited,2020,38707.0,3.6L V6 24V MPFI DOHC,9-Speed Automatic,Front-wheel Drive,Gasoline,19-28,Brilliant Black Crystal Pearlcoat,Black,0.0,1.0,0.0,Garavel Chrysler Jeep Dodge Ram,4.9,4.7,64.0,,33000.0
Dodge,Durango Crew,2013,89278.0,5.7L V8 16V MPFI OHV,6-Speed Automatic,All-wheel Drive,Gasoline,16-23,Brilliant Black Crystal Pearlcoat,Black,0.0,0.0,1.0,Imperial Chrysler Dodge Jeep RAM,4.6,4.7,70.0,230.0,17977.0
Toyota,Sienna XSE 7 Passenger,2021,42231.0,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,36-36,White,Black,0.0,1.0,1.0,Pacific Auto Center - Fontana,3.1,4.3,30.0,1000.0,48995.0
Ford,EcoSport SE,2022,2166.0,2.0L I4 16V GDI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,23-29,Smoke Metallic,Black,0.0,1.0,0.0,"Downs Ford, Inc.",4.9,2.9,2.0,300.0,26597.0
Nissan,Altima 2.5 SL,2019,70063.0,2.5L I4 16V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,28-39,Gray,Black,0.0,0.0,0.0,GTX Auto Group INC,3.4,4.7,153.0,500.0,18497.0
Chevrolet,Equinox 1LT,2019,43471.0,1.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,26-32,White,Gray,1.0,0.0,1.0,CarMax Jensen Beach - Offering Express Pickup and Home Delivery,,4.5,419.0,1000.0,22998.0
Hyundai,Kona SEL,2018,95186.0,4 Cylinder,Automatic,All-wheel Drive,Gasoline,25-30,Chalk White,Black,1.0,1.0,1.0,Mercedes-Benz of North Haven,4.8,4.7,205.0,1118.0,15876.0
Toyota,Sequoia Limited,2016,87376.0,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,13-17,Magnetic Gray Metallic,Graphite,0.0,1.0,1.0,Performance Ford Lincoln Bountiful,3.2,4.8,15.0,926.0,34980.0
Cadillac,Escalade Luxury,2018,99980.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,14-21,Black,Black,0.0,1.0,1.0,Shelbyville Auto Sales,,4.7,36.0,1000.0,38999.0
Kia,Forte LX,2015,122171.0,1.8L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,26-39,Snow White Pearl,Black,0.0,1.0,1.0,Escondido Auto Super Center,,4.5,92.0,,10999.0
Chevrolet,Tahoe LT,2019,71054.0,8 Cylinder Engine,6-SPEED A/T,Four-wheel Drive,Gasoline,15-21,Black,Jet Black,0.0,1.0,0.0,Parks Chevrolet,4.5,4.6,70.0,1217.0,46557.0
GMC,Sierra 1500 SLT,2021,45749.0,5.3L V8 16V GDI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,14-20,Onyx Black,Jet Black,0.0,0.0,0.0,Klein Chrysler Dodge Jeep Ram,,4.0,48.0,491.0,46996.0
Honda,Civic LX,2018,32529.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,31-40,Aegean Blue Metallic,Black,0.0,0.0,1.0,EchoPark Automotive Syracuse (Cortland),4.9,4.8,547.0,420.0,19689.0
Kia,Optima EX,2012,80258.0,2.4L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,24-35,White,Gray,0.0,0.0,1.0,"Prime Auto, LLC",,4.5,185.0,,11499.0
BMW,530 i xDrive,2021,37854.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-32,Black Sapphire Metallic,Black,0.0,1.0,0.0,Chapman BMW on Camelback,4.7,5.0,3.0,,38111.0
Hyundai,Elantra SEL,2019,93843.0,2.0L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,28-37,Scarlet Red,Beige,1.0,0.0,1.0,Toyota West Ohio,4.4,4.7,133.0,387.0,15794.0
Mitsubishi,Mirage ES,2021,1975.0,1.2L I3 12V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,,Blue,Gray,1.0,1.0,0.0,West Chicago Auto Mall,3.3,5.0,1.0,400.0,15599.0
Ford,Expedition EL XLT,2016,185232.0,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Four-wheel Drive,Gasoline,14-20,Blue,,1.0,0.0,0.0,Vehicle City Motors,2.9,4.3,15.0,182.0,13768.0
Subaru,Crosstrek 2.0i Premium,2019,20079.0,2.0L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,27-33,Dark Gray Metallic,Black,0.0,1.0,0.0,Burke Motor Group,4.9,4.7,206.0,608.0,24855.0
GMC,Sierra 1500,2021,52425.0,5.3L V8 16V GDI OHV,6-Speed Automatic,Rear-wheel Drive,Gasoline,16-21,Summit White,Jet Black,0.0,1.0,0.0,Dixie Buick GMC Truck Inc.,3.7,4.0,48.0,,35960.0
Land Rover,Range Rover 5.0 Supercharged Autobiography,2022,4037.0,V8,Automatic,Four-wheel Drive,Gasoline,16-21,Santorini Black,Pimento / Ebony,0.0,1.0,0.0,INFINITI Stuart,4.7,,0.0,1000.0,137900.0
Toyota,Prius Prime,2022,5968.0,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,,Blizzard Pearl,Black,0.0,1.0,1.0,Toyota Escondido,4.5,4.2,2.0,,37998.0
Toyota,Tundra SR5,2020,26464.0,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,13-17,Super White,Black,0.0,1.0,1.0,Corwin Toyota of Fargo,4.6,4.8,67.0,1184.0,40808.0
Dodge,Charger SXT,2022,10949.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,18-27,Granite Pearlcoat,Black,0.0,0.0,0.0,EchoPark Automotive Colorado Springs,4.9,5.0,2.0,420.0,31989.0
Nissan,Versa 1.6 SV,2022,9801.0,1.6L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,32-40,Gun Metallic,Graphite,0.0,1.0,0.0,Advantage GMC of Adel,,5.0,2.0,,18991.0
Mercedes-Benz,SL-Class SL500 Roadster,2003,60989.0,5.0L V8 24V MPFI SOHC,5-Speed Automatic,Rear-wheel Drive,Gasoline,15-22,Silver,,0.0,0.0,1.0,Skyline Auto Group LLC,,4.4,43.0,,15495.0
Toyota,Tacoma TRD Off Road,2020,51059.0,3.5L V6 24V PDI DOHC,,Four-wheel Drive,Gasoline,,Silver Sky Metallic,Cement,1.0,0.0,0.0,United BMW,4.6,4.7,125.0,500.0,30495.0
Ford,Escape SE,2016,78863.0,"EcoBoost 1.6L I-4 gasoline direct injection, DOHC, variable valv",Automatic,Four-wheel Drive,Gasoline,22-29,Red,Tan,0.0,0.0,1.0,Redding Car and Truck Center,4.6,4.6,265.0,,13995.0
Mercedes-Benz,E-Class E 300,2019,20401.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Rear-wheel Drive,Gasoline,21-30,Iridium Silver,Black,0.0,0.0,0.0,Mercedes-Benz of Jackson,3.9,4.7,48.0,282.0,41335.0
Lexus,NX 300h Base,2018,22081.0,Gas/Electric I-4 2.5 L/152,Variable,All-wheel Drive,Hybrid,33-30,Matador Red Mica,Creme,0.0,0.0,1.0,Freeman Lexus,,5.0,8.0,3392.0,39499.0
Jeep,Cherokee Trailhawk,2019,79090.0,3.2L V6 24V MPFI DOHC,9-Speed Automatic,Four-wheel Drive,Gasoline,18-24,Diamond Black,Black,1.0,0.0,0.0,Midwest Auto Store,2.4,4.6,573.0,400.0,23499.0
Nissan,Rogue Sport SL,2019,40149.0,2.0L I4 16V GDI DOHC,Automatic CVT,All-Wheel Drive with Locking and Limited-Slip Differential,,,White,Light Gray,0.0,1.0,0.0,Fred Beans Nissan of Flemington,,4.6,74.0,,23996.0
Land Rover,Range Rover Sport HSE Dynamic,2020,30892.0,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,4WD,Gasoline,17-22,Yulong White,Ivory / Ebony,,,,Land Rover Denver,4.3,4.5,12.0,,75990.0
GMC,Yukon Denali,2017,110695.0,6.2L V8 16V GDI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,15-21,Crimson Red Tintcoat,Cocoa,1.0,1.0,1.0,Uftring Weston Chevrolet Cadillac,3.6,4.7,79.0,996.0,36955.0
